ID,smiles,value,gas
259,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.51E-07,CO2
260,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.37E-07,N2
261,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,2.90E-08,O2
262,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)c3ccccc3)cc2)cc1,8.85E-08,CH4
263,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)c3ccccc3)cc2)cc1,2.55E-08,CO2
264,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)c3ccccc3)cc2)cc1,2.04E-08,N2
265,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)c3ccccc3)cc2)cc1,1.09E-07,O2
266,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1,4.14E-08,CH4
267,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1,2.09E-07,CO2
268,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1,3.27E-08,N2
269,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1,4.78E-07,O2
270,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCC2)cc1,5.46E-10,CH4
271,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCC2)cc1,6.59E-09,CO2
272,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCC2)cc1,7.58E-09,N2
273,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCC2)cc1,3.45E-08,O2
274,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,2.17E-09,CH4
275,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,4.54E-08,CO2
276,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,4.58E-09,N2
277,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,7.62E-08,O2
278,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3)cc2)cc1,1.74E-09,CH4
279,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3)cc2)cc1,6.32E-08,CO2
280,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3)cc2)cc1,2.14E-09,N2
281,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3)cc2)cc1,1.23E-08,O2
282,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,5.80E-10,CH4
283,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,1.91E-09,CO2
284,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,6.50E-09,N2
285,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,1.00E-08,O2
286,[*]OC(=O)Oc1ccc(C(=O)Oc2ccc3c(c2)C2(Cc4cc([*])ccc4C2(C)C)CC3(C)C)cc1,2.40E-08,CH4
287,[*]OC(=O)Oc1ccc(C(=O)Oc2ccc3c(c2)C2(Cc4cc([*])ccc4C2(C)C)CC3(C)C)cc1,1.25E-08,CO2
288,[*]OC(=O)Oc1ccc(C(=O)Oc2ccc3c(c2)C2(Cc4cc([*])ccc4C2(C)C)CC3(C)C)cc1,4.27E-09,N2
289,[*]OC(=O)Oc1ccc(C(=O)Oc2ccc3c(c2)C2(Cc4cc([*])ccc4C2(C)C)CC3(C)C)cc1,4.57E-08,O2
290,[*]OC(CC(C)C)C([*])=O,6.74E-07,CH4
291,[*]OCCCCOC(=O)c1ccc(C([*])=O)cc1,3.19E-08,CO2
292,[*]OCCOC(=O)c1ccc(C([*])=O)cc1,2.40E-10,CH4
293,[*]OCCOC(=O)c1ccc(C([*])=O)cc1,7.56E-10,CO2
294,[*]OCCOC(=O)c1ccc(C([*])=O)cc1,3.74E-09,N2
295,[*]OCCOC(=O)c1ccc(C([*])=O)cc1,7.87E-09,O2
296,[*]Oc1ccc(OC(=O)c2ccc3ccccc3c2Oc2nc(Oc3c(C([*])=O)ccc4ccccc34)nc(N3CCCCC3)n2)c2c1C(=O)c1ccccc1C2=O,3.22E-07,N2
297,[*]c1cc(C)c(OC(=O)CCCCC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,2.13E-07,N2
298,[*]Oc1c(Cl)cc(C(c2cc(Cl)c(OC([*])=O)c(Cl)c2)C(Cl)(Cl)Cl)cc1Cl,8.41E-07,N2
299,[*]Oc1c(Cl)cc([*])cc1Cl,1.77E-07,CH4
300,[*]c1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(S([*])(=O)=O)c(F)c4F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F,1.36E-07,CH4
301,[*]c1c([2H])c([2H])c(Oc2c([2H])c([2H])c(S(=O)(=O)c3c([2H])c([2H])c(Oc4c([2H])c([2H])c(C([*])(C([2H])([2H])[2H])C([2H])([2H])[2H])c([2H])c4[2H])c([2H])c3[2H])c([2H])c2[2H])c([2H])c1[2H],2.31E-07,N2
302,[*]Oc1cc(C)c([*])c(C)c1Br,7.60E-07,CH4
303,[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(-c6ccc(NC(=O)c7cc([*])cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,3.37E-07,CO2
304,[*]OC(=O)Oc1ccc(-c2ccc(OC(=O)OC3C(C)(C)C([*])C3(C)C)cc2)cc1,1.27E-07,N2
305,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc(Oc4nc(Oc5ccc(C([*])=O)cc5)nc(Sc5ccccc5)n4)cc3)cc2)cc1,2.73E-07,N2
306,[*]OCCOCCOC(=O)c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])=O)cc3)cc2)cc1,3.01E-07,O2
307,[*]Oc1ccc(C(=O)OCCOCCOC(=O)c2ccc(OC([*])=O)cc2)cc1,2.62E-07,CO2
308,[*]C(=O)c1cccc(-c2cccc(C(=O)c3ccc(Oc4ccc([*])cc4)cc3)c2)c1,1.42E-07,CO2
309,[*]c1ccc(OC(=O)c2ccc(C(=O)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,1.84E-07,CO2
310,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3CCCC)cc2)c(CCCC)c1,9.76E-07,O2
311,[*]c1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(=O)Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,1.27E-07,CH4
312,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)cc1,2.55E-07,CH4
313,[*]c1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,2.08E-07,CH4
314,[*]=NN=C(C)c1ccc(OC(=O)OCCCCCCCCCCCCOC(=O)Oc2ccc(C(=[*])C)cc2)cc1,1.86E-06,CO2
315,[*]c1ccc(Oc2ccc(C=NN=Cc3ccc(Oc4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,1.64E-07,CH4
316,[*]CCCCC(=O)Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC([*])=O)cc3)cc2)cc1,1.74E-06,O2
317,[*]Cc1ccc(OC(=O)CCC(C)CC(=O)Oc2ccc(CCC(=O)NC([*])C(=O)OC(C)CC)cc2)cc1,6.35E-07,CH4
318,[*]Cc1ccc(OC([*])=O)cc1,3.22E-07,CH4
319,[*]OC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3ccc([*])cc3C)cc2)cc1,6.29E-08,CH4
320,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,1.79E-07,CH4
321,[*]c1ccc(C(=O)OCC)c(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc([*])cc4C(=O)OCC)cc3)cc2)c1,5.51E-07,CO2
322,[*]OC(=O)c1ccc(C(=O)Oc2ccc([*])cc2OCCOCCOCC)cc1,5.28E-07,CO2
323,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(Cl)cc2)cc1,1.74E-07,CH4
324,[*]Oc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(OC(=O)c4ccc(OC(=O)c5ccc(C(=O)Oc6ccc(C([*])=O)cc6)cc5)cc4)cc3)c2)cc1,3.82E-07,N2
325,[*]C(=O)c1ccc(Oc2ccc(Oc3cccc(Oc4ccc(Oc5ccc([*])cc5)cc4)n3)cc2)cc1,2.98E-07,O2
326,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2-c2ccc(Oc3ccccc3)cc2)cc1,5.27E-07,O2
327,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2CBr)cc1,1.63E-07,CH4
328,[*]c1ccc(Oc2ccc(Oc3cccc(Oc4ccc(Oc5ccc(S([*])=O)cc5)cc4)n3)cc2)cc1,4.03E-07,O2
329,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,2.54E-07,CO2
330,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,3.68E-07,O2
331,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc4cc(S(=O)(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5)ccc4c3)cc2)c(C)c1,2.81E-07,CO2
332,[*]Oc1ccc(S(=O)c2ccc(OC([*])=O)cc2)cc1,5.00E-08,N2
333,[*]c1ccc(-c2ccc(-c3ccc(Oc4ccc(Sc5ccc(Oc6ccc([*])cc6C(F)(F)F)cc5)cc4)c(C(F)(F)F)c3)cc2)cc1,1.47E-07,CH4
334,[*]Oc1ccc([*])cc1,1.64E-09,CH4
335,[*]Oc1ccc([*])cc1,1.13E-08,CO2
336,[*]Oc1ccc([*])cc1,5.41E-09,N2
337,[*]Oc1ccc2cc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)ccc2c1,9.17E-08,CH4
338,[*]Nc1ccc(Cc2ccc(NC(=O)Oc3ccc4cccc(NC([*])=O)c4c3)cc2)cc1,7.04E-08,CO2
339,[*]Oc1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(OC([*])=O)c2)c1,2.60E-07,CO2
340,[*]C(=O)Oc1cccc(OC(=O)c2cc(C(C)C)c(OC(=O)c3ccc(C(=O)Oc4c(C(C)C)cc([*])cc4C(C)C)cc3)c(C(C)C)c2)c1,2.84E-07,CH4
341,[*]C(=O)Oc1cccc(OC(=O)c2cc([*])cc(OCCCCC)c2)c1,5.73E-07,CH4
342,[*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4F)c(F)c3)cc2)c1,3.72E-07,O2
343,[*]c1ccc(Oc2ccc(S([*])(=O)=O)cc2)cc1,7.89E-11,CH4
344,[*]c1ccc(Oc2ccc(S([*])(=O)=O)cc2)cc1,6.63E-09,CO2
345,[*]OC(=O)c1cccc(C(=O)Oc2c(C)cc(C(C)(C)c3cc(C)c([*])c(Br)c3)cc2Br)c1,2.85E-07,CO2
346,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,2.32E-08,CH4
347,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,1.00E-06,CO2
348,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,4.26E-08,N2
349,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,3.36E-07,O2
350,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,5.33E-10,CH4
351,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,1.41E-09,CO2
352,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,4.42E-09,N2
353,[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,1.39E-07,O2
354,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,2.29E-09,CH4
355,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,1.73E-08,CO2
356,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,1.67E-08,N2
357,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,4.87E-08,O2
358,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,5.76E-09,CH4
359,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,8.95E-09,CO2
360,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,3.55E-08,N2
361,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,6.71E-08,O2
362,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,1.32E-09,CH4
363,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,6.12E-08,CO2
364,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,1.96E-08,N2
365,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,3.61E-10,CH4
366,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,4.71E-09,CO2
367,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,2.80E-09,N2
368,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,3.46E-08,O2
369,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,6.01E-10,CH4
370,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,5.33E-08,CO2
371,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,3.31E-09,N2
372,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.93E-08,O2
373,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,4.67E-10,CH4
374,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,4.10E-09,CO2
375,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,5.91E-10,N2
376,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,2.13E-09,O2
377,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,1.44E-09,CH4
378,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,4.06E-09,CO2
379,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,7.86E-09,N2
380,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,3.16E-07,O2
381,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,4.98E-09,CH4
382,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,8.11E-09,CO2
383,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,7.07E-09,N2
384,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,4.55E-07,O2
385,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,3.15E-10,CH4
386,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,3.64E-09,CO2
387,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.78E-09,N2
388,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,3.43E-09,O2
389,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,4.22E-09,CH4
390,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.47E-08,CO2
391,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,2.62E-09,N2
392,[*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.27E-08,O2
393,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,7.70E-10,CH4
394,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,3.53E-09,CO2
395,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,6.85E-10,N2
396,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,9.09E-09,O2
397,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,1.32E-09,CH4
398,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,3.42E-10,CO2
399,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,8.63E-10,N2
400,[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,6.08E-10,O2
401,[*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.49E-09,CH4
402,[*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,9.15E-09,CO2
403,[*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.10E-08,N2
404,[*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,1.59E-08,O2
405,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,3.41E-10,CH4
406,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,1.48E-09,CO2
407,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,2.98E-08,N2
408,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,1.75E-08,O2
409,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,3.90E-09,CH4
410,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,5.91E-08,CO2
411,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,1.69E-08,N2
412,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1,2.14E-07,O2
413,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,8.68E-10,CH4
414,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,2.57E-09,N2
415,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1,5.93E-09,O2
416,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,6.38E-09,CH4
417,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,8.58E-09,CO2
418,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,7.98E-10,N2
419,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,1.54E-08,O2
420,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)c5ccccc5)cc4)cc3)cc2)cc1,1.29E-08,CH4
421,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1,1.74E-07,CH4
422,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,3.78E-10,CH4
423,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,7.34E-08,CO2
424,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,4.06E-09,N2
425,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,2.22E-08,O2
426,[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4cc(C)c(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,1.14E-06,N2
427,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5cccc(C(=O)Oc6ccc(C([*])(C)C)cc6)c5)cc4)cc3)cc2)cc1,4.15E-07,O2
428,[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,2.23E-11,CH4
429,[*]c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,1.18E-08,CO2
430,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,4.31E-12,CH4
431,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,1.29E-09,CO2
432,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,7.18E-09,N2
433,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,5.08E-09,O2
434,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,3.30E-09,CH4
435,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,2.69E-09,CO2
436,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,5.03E-08,N2
437,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,5.74E-09,O2
438,[*]c1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4nc5n(c4c3)C(=O)c3cc(C([*])(C(F)(F)F)C(F)(F)F)ccc3-5)cc21,1.15E-08,CH4
